image_path,text,variant_idx,severity_label,severity_encoded,split
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0383.JPEG,Observation reveals that the center of the front left fender is deformed. The metal material shows signs of alteration in its structure. This condition affects the overall appearance of the fender,1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0023.JPEG,"It looks like on the left side of the rear bumper, a deformation is present. The plastic material is visibly warped, indicating a change in its original form.",1,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0381.JPEG,"Upon inspection, deformation was noted in the rear section's right side, with affected metal material. There is an observable connection to the front wheel as well.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (88).jpeg,"On the front bumper, a scratch is present on the lower left side. The plastic material has been affected, indicating an area where surface integrity may be compromised. This requires documentation tbh",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0032.JPEG,"A dent is present at the center of the rear fender. The material is metal, and the deformation is observable upon inspection. No additional damage has been noted in the surrounding areas.",0,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0120.JPEG,"Inspection reveals that the entire front bumper exhibits deformation. The structure, comprising both metal and plastic, has lost its original shape. Further assessment of surrounding components yields no visible issues.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0302.JPEG,"Not sure but the front bumper exhibits deformation on the right side, affecting both the metal and plastic materials. The adjacent hood is also noted for its alignment in relation to the damaged area.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0054.jpeg,"The front bupmer exhibits deformation located at the center section. The material is identified as plastic, and there is an observable alignment issue with the adjacent hood component.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0266.JPEG,"At the center of the rear bumper, deformation is present. The plastic material shows signs of being bent or warped. This change in form may require further analysis for repair considerations.",1,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\0046.JPEG,"The rear door exhibits a dent situated in the center. This deformation is visible on the metal, reflecting a change in the door's typical shape.",2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0297.JPEG,"Inspection reveals a deformation in the center of the front bumper. The bumper is made of plastic, which displays an altered shape due to external forces. Assessment for repair options may be advisable.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0280.JPEG,"A thorough inspection revealed taht the entire side window is shattered. Glass debris is evident, and the damage appears to have affected the adjacent roof component.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0169.JPEG,"The front right fender exhibits noticeable defromation across its entire surface. The fender is manufactured from metal, which is clearly visible and shows signs of bending.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\validation\01-minor\0045.JPEG,Inspection reveals a central dent on the metal front fender. The front door is located nearby and may also exhibit signs of interaction.,1,minor,0,testing
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0012.JPEG,"The roof of the vehicle exhibits deformation at the center. The metal material is visibly affected, and this deformation may have an impact on the rear window component’s alignment and integrity.",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0243.JPEG,The rear quarter panel exhibits a dent situated in the central region. The metal structure shows signs of deformation due to this impact.,1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\images (53).jpeg,"Upon inspection, the front door displays a dent located in the center area. The affected section consists of metal material, which has been indented tbh",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0021.JPEG,"A dent was observed on the rear section of the front fender, located near the wheel. The fender is constructed of metal material, which displays a noticeable indentation tbh",0,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0011.JPEG,"It looks like inspection revealed that the entire rear window is missing, leaving an exposed opening. The glass material typically present in this location is not visible. Surrounding areas show no debris.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0287.JPEG,"Noted deformation on the upper edge of the front fender, which is constructed from metal. The front bumper is situated adjacent to the affected area.",2,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\02-moderate\0278.jpeg,"The front door exhibits a dent situated centrally. This deformation is observable on the metal material, altering the door's original contour.",1,moderate,1,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\images (87).jpeg,"A dent has been observed on the right side of the rear bumper. The damage affects the metal material, and a deformation is also noticeable on the adjacent rear panel.",0,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\01-minor\images - 2022-12-12T151413.251.jpeg,Inspection reveals a scratch in the paint at the center of the front bumper. The damage is localized and appears to affect only the visible outer layer of the component. No further issues are noted at this time.,2,minor,0,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0202.JPEG,"Upon examination, the rear bumper shows a deformation in the center. The metal material displays signs of bending and misalignment, which are observable features of the damage.",2,severe,2,training
C:\D_Folder\Defect seviority dataset\dataset\training\03-severe\0234.JPEG,"Upon inspection, the rear bumper is found to be deformed in the center, involving metal and plastic components. The trunk lid appears to be closely situated to the affected section of the bumper.",2,severe,2,training
